[2021-05-18 00:15:08] local.INFO: Recordatorio de turnos por correo (5 dias): 8  en la cola  
[2021-05-18 00:16:02] local.INFO: SMS no enviado, numero incorrecto:   
[2021-05-18 00:28:11] local.INFO: cancelo turno 2278-1383656 desde smsfacil por curl   
[2021-05-18 00:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 00:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 00:38:55] local.INFO: Recordatorio de turnos por correo (para mañana): 541  en la cola  
[2021-05-18 01:36:05] local.INFO: PAGO POR MERCADO PAGO PARA 2774 approved accredited  
[2021-05-18 04:48:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 05:00:08] local.INFO: Reporte de turnos del dia 2021-05-18 para las 06:00:00:25  en la cola  
[2021-05-18 06:00:09] local.INFO: Enviado a deptomedicocentral@aerolineas.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:10] local.INFO: Enviado a deptomedicoaep@aerolineas.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:11] local.INFO: Enviado a nicotutor@outlook.com el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:11] local.INFO: Enviado a sanchezmariaeugenia@hotmail.com el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:13] local.INFO: Enviado a cmininni@sodimac.com.uy el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:14] local.INFO: Enviado a glmartinez@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:15] local.INFO: Enviado a glmartinez@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:15] local.INFO: Enviado a dastella@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:16] local.INFO: Enviado a dastella@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:00:17] local.INFO: Enviado a dabaldi@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:02] local.INFO: Enviado a davherrera@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:03] local.INFO: Enviado a jcondori@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:03] local.INFO: Enviado a jcondori@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:04] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:05] local.INFO: Enviado a gbalbi@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:06] local.INFO: Enviado a danielroda_mp@yahoo.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:07] local.INFO: Enviado a serviciotecnico@climaplat.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:08] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:08] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:05:11] local.INFO: Enviado a edgardo.salatino@aerolineas.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:10:03] local.INFO: Enviado a martin.rivera@aerolineas.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:10:04] local.INFO: Enviado a walter.lamas@aerolineas.com.ar el reporte de turnos para 2021-05-18  
[2021-05-18 06:24:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 06:48:03] local.INFO: SMS no enviado, numero incorrecto:   
[2021-05-18 07:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 07:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-18 08:00:07] local.INFO: Recordatorio de turnos por sms (para mañana): 134  en la cola  
[2021-05-18 08:00:08] local.INFO: SMS enviado a 1164414198  
[2021-05-18 08:00:09] local.INFO: SMS enviado a 1159337723  
[2021-05-18 08:00:09] local.INFO: SMS enviado a 1128716617  
[2021-05-18 08:00:09] local.INFO: SMS enviado a 1550595391  
[2021-05-18 08:00:09] local.INFO: SMS enviado a 1157240396  
[2021-05-18 08:00:10] local.INFO: SMS enviado a 1550595391  
[2021-05-18 08:00:10] local.INFO: SMS enviado a 1136930791  
[2021-05-18 08:00:10] local.INFO: SMS enviado a 1569012552  
[2021-05-18 08:00:10] local.INFO: SMS enviado a 1163363891  
[2021-05-18 08:00:11] local.INFO: SMS enviado a 1135931728  
[2021-05-18 08:00:11] local.INFO: SMS enviado a 1130311234  
[2021-05-18 08:00:11] local.INFO: SMS enviado a 1131241900  
[2021-05-18 08:00:11] local.INFO: SMS enviado a 1568566372  
[2021-05-18 08:00:11] local.INFO: SMS enviado a 1131544306  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 1159984665  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 1158071501  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 3875538084  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 1562045316  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 1540574102  
[2021-05-18 08:00:12] local.INFO: SMS enviado a 1159399859  
[2021-05-18 08:00:13] local.INFO: SMS enviado a 0111531733847  
[2021-05-18 08:00:13] local.INFO: SMS enviado a 1131989582  
[2021-05-18 08:00:13] local.INFO: SMS enviado a 1131939268  
[2021-05-18 08:00:13] local.INFO: SMS enviado a +541122963352  
[2021-05-18 08:00:13] local.INFO: SMS enviado a 1154630624  
[2021-05-18 08:00:14] local.INFO: SMS enviado a 1151461879  
[2021-05-18 08:00:14] local.INFO: SMS enviado a 1141855670  
[2021-05-18 08:00:14] local.INFO: SMS enviado a 1155979663  
[2021-05-18 08:00:14] local.INFO: SMS enviado a 1149600159  
[2021-05-18 08:00:15] local.INFO: SMS enviado a 1140728909  
[2021-05-18 08:00:15] local.INFO: SMS enviado a 1154617231  
[2021-05-18 08:00:15] local.INFO: SMS enviado a 1140759245  
[2021-05-18 08:00:15] local.INFO: SMS enviado a 1153154394  
[2021-05-18 08:00:16] local.INFO: SMS enviado a 1554717011  
[2021-05-18 08:00:16] local.INFO: SMS enviado a 1154618829  
[2021-05-18 08:00:16] local.INFO: SMS enviado a 1136825852  
[2021-05-18 08:00:16] local.INFO: SMS enviado a 1168003680  
[2021-05-18 08:00:16] local.INFO: SMS enviado a 1140937926  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1159337723  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1164795821  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1168693053  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1531172282  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1164736109  
[2021-05-18 08:00:17] local.INFO: SMS enviado a 1131271323  
[2021-05-18 08:00:18] local.INFO: SMS enviado a 1567639597  
[2021-05-18 08:00:18] local.INFO: SMS enviado a +541151254460  
[2021-05-18 08:00:18] local.INFO: SMS enviado a 1551281676  
[2021-05-18 08:00:18] local.INFO: SMS enviado a +541167563834  
[2021-05-18 08:00:18] local.INFO: SMS enviado a 1153174489  
[2021-05-18 08:00:18] local.INFO: SMS enviado a 1164840515  
[2021-05-18 08:00:19] local.INFO: SMS enviado a 1162719769  
[2021-05-18 08:00:19] local.INFO: SMS enviado a 1124513772  
[2021-05-18 08:00:19] local.INFO: SMS enviado a +541162083788  
[2021-05-18 08:00:19] local.INFO: SMS enviado a +541154567885  
[2021-05-18 08:00:19] local.INFO: SMS enviado a +541165599775  
[2021-05-18 08:00:19] local.INFO: SMS enviado a 1167365425  
[2021-05-18 08:00:20] local.INFO: SMS enviado a 1140840607  
[2021-05-18 08:00:20] local.INFO: SMS enviado a 1136190176  
