[2021-05-13 00:16:02] local.INFO: SMS no enviado, numero incorrecto:   
[2021-05-13 00:21:26] local.INFO: Recordatorio de turnos por correo (5 dias): 328  en la cola  
[2021-05-13 00:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 00:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 00:40:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 00:46:45] local.INFO: Recordatorio de turnos por correo (para mañana): 830  en la cola  
[2021-05-13 01:08:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 01:08:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 01:16:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 02:16:02] local.INFO: SMS no enviado, numero incorrecto:   
[2021-05-13 05:00:09] local.INFO: Reporte de turnos del dia 2021-05-13 para las 06:00:00:21  en la cola  
[2021-05-13 05:40:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 05:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 06:00:07] local.INFO: Enviado a nicotutor@outlook.com el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:07] local.INFO: Enviado a sanchezmariaeugenia@hotmail.com el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:09] local.INFO: Enviado a cmininni@sodimac.com.uy el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:10] local.INFO: Enviado a dastella@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:10] local.INFO: Enviado a dastella@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:11] local.INFO: Enviado a dabaldi@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:11] local.INFO: Enviado a davherrera@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:12] local.INFO: Enviado a jcondori@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:13] local.INFO: Enviado a jcondori@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:00:13] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:03] local.INFO: Enviado a gbalbi@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:05] local.INFO: Enviado a danielroda_mp@yahoo.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:05] local.INFO: Enviado a serviciotecnico@climaplat.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:06] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:06] local.INFO: Enviado a lwoltmann@sodimac.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:09] local.INFO: Enviado a edgardo.salatino@aerolineas.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:09] local.INFO: Enviado a martin.rivera@aerolineas.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:05:09] local.INFO: Enviado a walter.lamas@aerolineas.com.ar el reporte de turnos para 2021-05-13  
[2021-05-13 06:40:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 06:48:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:08:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:32:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:40:03] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:48:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 07:56:02] local.INFO: SMS no enviado, numero incorrecto: 44805236  
[2021-05-13 08:00:09] local.INFO: Recordatorio de turnos por sms (para mañana): 157  en la cola  
[2021-05-13 08:08:02] local.INFO: SMS enviado a 1554092197  
[2021-05-13 08:08:03] local.INFO: SMS enviado a 1124692228  
[2021-05-13 08:08:03] local.INFO: SMS enviado a 1134115489  
[2021-05-13 08:08:03] local.INFO: SMS enviado a 1157038913  
[2021-05-13 08:08:04] local.INFO: SMS enviado a 1153116596  
[2021-05-13 08:08:04] local.INFO: SMS enviado a +541140519925  
[2021-05-13 08:08:04] local.INFO: SMS enviado a +541139235363  
[2021-05-13 08:08:05] local.INFO: SMS enviado a 1532064571  
[2021-05-13 08:08:05] local.INFO: SMS enviado a +541163789091  
[2021-05-13 08:08:05] local.INFO: SMS enviado a 1141587257  
[2021-05-13 08:08:05] local.INFO: SMS enviado a 1558054209  
[2021-05-13 08:08:05] local.INFO: SMS enviado a 1553437025  
[2021-05-13 08:08:06] local.INFO: SMS enviado a 1165869167  
[2021-05-13 08:08:06] local.INFO: SMS enviado a 1157273775  
[2021-05-13 08:08:06] local.INFO: SMS enviado a 1130102485  
[2021-05-13 08:08:06] local.INFO: SMS enviado a 1540971343  
[2021-05-13 08:08:06] local.INFO: SMS enviado a 1153338244  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1564525847  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1121567892  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1130649200  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1140346526  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1162160982  
[2021-05-13 08:08:07] local.INFO: SMS enviado a 1123642079  
[2021-05-13 08:08:08] local.INFO: SMS enviado a 1135746420  
[2021-05-13 08:08:08] local.INFO: SMS enviado a +541134501619  
[2021-05-13 08:08:08] local.INFO: SMS enviado a 1161368723  
[2021-05-13 08:08:08] local.INFO: SMS enviado a 1140268282  
[2021-05-13 08:08:08] local.INFO: SMS enviado a 01139254202  
[2021-05-13 08:08:08] local.INFO: SMS enviado a 1140263737  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1168884117  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1535816926  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1562161586  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1536767474  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1549358979  
[2021-05-13 08:08:09] local.INFO: SMS enviado a 1154053528  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1132115711  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1557931307  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1163058989  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1150153697  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1163058989  
[2021-05-13 08:08:10] local.INFO: SMS enviado a 1539503069  
[2021-05-13 08:08:11] local.INFO: SMS enviado a 1158389743  
[2021-05-13 08:08:11] local.INFO: SMS enviado a 1163058989  
[2021-05-13 08:08:11] local.INFO: SMS no enviado, numero incorrecto: 44345186  
[2021-05-13 08:08:11] local.INFO: SMS enviado a +541144479518  
[2021-05-13 08:08:11] local.INFO: SMS enviado a +541165860806  
[2021-05-13 08:08:11] local.INFO: SMS enviado a 01144497498  
[2021-05-13 08:08:11] local.INFO: SMS enviado a 1558384037  
[2021-05-13 08:08:12] local.INFO: SMS enviado a +541563514450  
[2021-05-13 08:08:12] local.INFO: SMS enviado a 1555627689  
[2021-05-13 08:08:12] local.INFO: SMS enviado a 1136679476  
[2021-05-13 08:08:12] local.INFO: SMS enviado a +541158877062  
[2021-05-13 08:08:12] local.INFO: SMS enviado a 1164985488  
[2021-05-13 08:08:12] local.INFO: SMS enviado a 1168452812  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1130656315  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1150462899  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1168228377  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1153134687  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1133856666  
[2021-05-13 08:08:13] local.INFO: SMS enviado a 1567604582  
[2021-05-13 08:08:14] local.INFO: SMS enviado a 1124553353  
[2021-05-13 08:08:14] local.INFO: SMS enviado a 1566836525  
[2021-05-13 08:08:14] local.INFO: SMS enviado a 1154666545  
